name_trans|viewData.symbol|exchange_trans|sector_trans|industry_trans|last|pair_change_percent|eq_market_cap|turnover_volume|eq_pe_ratio|MACD|eq_revenue|avg_volume|eq_eps|eq_beta|eq_dividend|eq_yield|tech_sum_900|tech_sum_3600|tech_sum_86400|tech_sum_week|tech_sum_month|daily|week|month|ytd|year|3year|eq_one_year_return|yield_us|peexclxor_us|ttmpr2rev_us|aprfcfps_us|ttmprfcfps_us|price2bk_us|pr2tanbk_us|epschngyr_us|ttmepschg_us|epstrendgr_us|revchngyr_us|ttmrevchg_us|revtrendgr_us|csptrendgr_us|ttmastturn_us|ttminvturn_us|ttmrevpere_us|ttmniperem_us|ttmrecturn_us|a52_week_high|a52_week_low|a52_week_high_diff|a52_week_low_diff|month_change|ttmgrosmgn_us|grosmgn5yr_us|ttmopmgn_us|opmgn5yr_us|ttmptmgn_us|ptmgn5yr_us|ttmnpmgn_us|margin5yr_us|qquickrati_us|qcurratio_us|qltd2eq_us|qtotd2eq_us|yld5yavg_us|divgrpct_us|ttmpayrat_us|ADX|ATR|BullBear|CCI|HL|ROC|RSI|STOCH|STOCHRSI|UO|WilliamsR
Transcend Residential Property|TPFJ|Johannesburg|Real Estate|Residential & Commercial REITs|641|0%|1.05B|0.00|10.17|11.79|313.40M|38.23K|0.63|-0.06|57.82|-|Buy|Buy|Strong Buy|Strong Buy|Strong Buy|0.00|0.00|0.00|0.00|6.83|-8.43|6.83|9.02%|10.18|3.35|12.23|0.00|0.73|0.73|-23.95|-62.13|9.97|4.28|2.65|33.31|0.00|0.13|0.00|-|-|21.83|642|461|-0.16|39.05|0%|65.59|65.65|58.87|59.81|34.73|44.65|34.73|46.55|0.00|0.47|0.00|0.00|14.86|-16.03|93.09|66.73|11.36|12.00|55.78|0.14|10.33|60.27|74.66|22.39|39.60|-1.01
Trencor|TREJ|Johannesburg|Financial|Banking Services|602|-3.68%|1.04B|9.67K|47.48|10.80|-|28.57K|0.13|-0.74|-|-|Neutral|Neutral|Buy|Strong Buy|Strong Buy|-3.68|-2.90|2.56|2.91|33.48|-22.82|33.48|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|625|450|-3.68|33.78|8.01%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|32.05|10.86|-9.46|-15.18|0.00|2.56|52.17|76.30|0.00|55.61|-51.11
York Timber Holdings Ltd|YRKJ|Johannesburg|Basic Materials|Paper & Forest Products|221|0.45%|1.02B|1.27K|24.29|-3.65|1.38B|83.15K|0.09|0.20|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|0.45|-3.49|-11.60|9.41|-25.03|100.91|-25.03|-|35.82|0.57|7.11|17.43|0.34|0.39|-130.72|-79.01|-39.90|-12.43|-4.66|0.07|-16.46|0.39|6.62|-|-|11.30|322|184|-31.37|20.11|-1.23%|26.79|27.22|5.44|5.99|0.21|4.48|1.58|2.58|0.45|1.86|8.44|14.80|-|0.00|0.00|69.23|12.57|-23.52|-140.05|-6.29|-8.30|41.69|22.22|20.47|49.39|-96.67
Indluplace Properties Ltd|ILUJ|Johannesburg|Real Estate|Residential & Commercial REITs|300|0%|1.01B|24.08K|83.33|3.28|583.68M|60.83K|0.04|0.71|31.96|-|Buy|Buy|Strong Buy|Strong Buy|Neutral|0.00|0.00|1.69|0.00|-6.25|-4.15|-3.23|10.98%|87.76|1.68|8.67|8.69|0.47|0.47|69.49|110.36|-49.85|-1.81|-2.86|7.33|0.00|0.16|0.00|-|-|56.12|360|200|-16.67|50.00|-2.6%|45.90|53.05|40.17|49.14|4.88|-3.46|1.91|-3.62|0.10|0.26|36.19|65.50|21.93|-27.40|1.16K|56.62|5.64|1.59|57.99|1.93|1.70|52.79|79.80|35.74|64.80|-24.24
Mustek Ltd|MSTJ|Johannesburg|Technology|Computers, Phones & Household Electronics|1690|-1.17%|997.10M|9.10K|4.92|20.58|6.55B|96.29K|3.32|0.17|76.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|-1.17|2.42|2.86|17.44|15.36|160.00|16.15|4.62%|5.07|0.10|2.61|-3.15|0.68|0.76|-5.75|-27.74|34.30|17.23|13.56|11.19|0.70|2.00|3.94|8.34|277.55|5.34|1750|1270|-3.43|33.07|-0.19%|13.33|14.31|4.92|4.85|2.93|2.98|2.06|2.00|0.67|1.28|2.40|47.97|4.43|246.15|22.51|31.89|65.57|26.70|129.73|40.79|2.49|63.63|69.94|74.05|70.49|-16.81
Transpaco Ltd|TPCJ|Johannesburg|Basic Materials|Containers & Packaging|3101|-1.56%|976.80M|741.00|5.43|83.81|1.77B|2.29K|5.71|-0.14|215.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|-1.56|2.61|-1.56|23.94|55.05|125.53|44.30|7.39%|5.43|0.38|4.08|8.21|1.11|1.32|38.98|41.17|12.92|19.76|17.63|7.40|-23.04|1.81|7.41|1.62|72.46|5.58|3699|1700|-16.17|82.41|6%|27.59|30.88|9.64|7.58|8.89|7.00|6.53|4.82|1.36|2.02|11.91|22.63|8.23|37.84|37.64|35.01|100.79|115.62|59.76|10.36|-1.56|55.82|74.69|56.50|53.32|-14.50
Deneb Investments|DNBJ|Johannesburg|Consumer Cyclicals|Leisure Products|221|0%|967.98M|0.00|5.82|-4.74|4.57B|16.23K|0.38|0.20|9.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Buy|0.00|0.00|-3.91|-4.74|16.32|41.67|16.32|3.75%|5.92|0.30|5.29|-9.75|0.57|0.59|111.69|4.10|22.90|18.23|11.50|2.25|30.22|0.94|4.10|1.42|73.06|4.78|270|182|-18.15|21.43|-11.6%|25.35|25.18|7.26|5.88|6.87|2.91|5.13|0.73|0.69|1.44|31.26|63.72|1.84|0.00|23.63|50.73|7.93|-12.12|-68.95|-3.79|-3.91|42.32|9.09|37.00|55.77|-87.88
Orion Gold NL|ORNJ|Johannesburg|Basic Materials|Metals & Mining|19|-5%|945.68M|435.49K|-6.75|-0.32|50.00K|2.05M|-0.00|1.63|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-5.00|-9.52|-17.39|-9.52|-36.67|-5.00|-36.67|-|-5.99|51.69|-6.57|-4.84|2.04|2.45|39.64|51.82|-|800.00|43.44K|85.15|72.93|0.04|-|-|-|0.95|31|16|-38.71|18.75|-9.09%|100.00|100.00|-590.09|-1.58K|-701.87|-1.67K|-701.87|-1.67K|0.92|0.36|14.23|38.19|-|-|-|57.61|1.43|-1.57|-125.12|-0.29|-13.64|38.69|56.94|18.55|69.12|-75.00
Quantum Foods Holdings|QFHJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|470|0%|938.17M|1.89K|39.17|-2.51|4.42B|16.59K|0.12|0.56|8.00|-|Strong Buy|Strong Buy|Buy|Strong Sell|Sell|0.00|4.21|2.17|1.08|-12.96|41.99|-12.96|1.74%|39.38|0.16|12.06|-25.44|0.45|0.43|-116.40|-77.78|-26.45|15.78|11.47|8.24|9.69|2.04|5.86|2.90|76.88|8.51|578|350|-18.69|34.29|-2.06%|18.06|24.89|0.20|5.09|0.34|5.46|0.40|4.01|1.15|2.42|4.26|7.45|8.95|-50.00|67.01|52.77|13.64|13.54|103.19|8.43|2.17|51.00|69.35|87.78|49.64|-13.89
MC Mining|MCZJ|Johannesburg|Energy|Coal|214|-10.46%|910.68M|435.86K|-0.99|-31.24|5.24M|258.87K|-0.13|0.71|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-10.46|-12.30|-35.15|-42.93|53.96|18.89|76.86|-|-2.71|2.90|-23.83|-16.00|0.56|0.56|45.44|-365.98|-|-10.77|81.13|81.94|-27.57|0.13|27.56|35.25|-25.05|5.64|797|106|-73.15|101.89|-36.72%|-1.91|-51.17|-289.38|-486.92|-296.83|-582.19|-317.39|-596.25|1.81|1.88|5.98|5.98|-|-|-|40.76|41.57|-80.48|-149.68|-17.93|-33.13|30.39|41.99|34.99|60.96|-85.37
Marshall Monteagle PLC|MMPJ|Johannesburg|Industrials|Machinery, Tools, Heavy Vehicles, Trains & Ships|2502|0%|897.15M|0.00|16.05|-26.39|1.22B|4.09K|0.09|0.57|63.04|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Buy|0.00|-7.33|-13.72|-16.60|13.73|21.75|13.73|2.17%|12.62|0.37|-4.04|-3.73|0.00|0.00|0.00|72.84|-9.30|0.00|0.86|-16.98|-8.50|0.98|10.76|-|-|5.07|3519|2200|-28.90|13.73|-6.9%|23.32|24.73|0.67|1.90|4.56|2.89|2.28|3.87|0.00|1.89|0.00|0.00|3.13|4.53|44.54|55.46|138.79|-330.42|-118.34|-250.93|-11.31|43.71|33.33|19.52|41.62|-83.98
Argent|ARTJ|Johannesburg|Basic Materials|Metals & Mining|1499|0%|833.93M|0.00|4.05|-3.26|1.89B|18.43K|3.70|0.59|87.00|-|Strong Buy|Strong Buy|Buy|Buy|Strong Buy|0.00|0.94|-2.03|-2.66|18.22|180.19|18.03|5.86%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|1550|1101|-3.29|36.15|1.63%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|45.56|16.79|-10.60|-22.24|0.00|0.00|51.86|55.17|100.00|63.75|-51.02
Sasfin|SFNJ|Johannesburg|Financial|Banking Services|2699|0%|830.56M|0.00|4.97|-34.34|1.41B|1.96K|5.43|0.39|154.85|-|Strong Buy|Strong Buy|Buy|Neutral|Sell|0.00|7.96|-1.85|-8.48|-7.73|0.04|-10.00|5.34%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|3300|2000|-18.21|34.95|-16.36%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|47.92|124.14|-22.66|-9.44|17.36|-1.85|51.88|47.32|73.55|56.57|-26.80
Trustco Group Holdings|TTOJ|Johannesburg|Financial|Investment Banking & Investment Services|41|0%|769.32M|0.00|0.34|-|-1.66B|71.76K|0.92|1.08|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|-68.22|-81.78|-68.46|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|128|37|-67.97|10.81|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-
RMB|RMHJ|Johannesburg|Real Estate|Real Estate Operations|53|1.92%|736.01M|1.53M|-8.97|0.19|54.00M|3.46M|-0.06|-0.03|141.67|-|Strong Buy|Strong Buy|Neutral|Neutral|Neutral|1.92|3.92|0.00|-1.85|-67.88|-99.17|-67.68|272.45%|-9.20|13.63|0.00|0.00|0.22|0.21|-391.13|0.00|-40.35|6.90|0.00|15.77|0.00|0.01|0.00|1.34|228.39|4.00|205|47|-74.15|12.77|0%|-18.52|88.01|-62.96|21.64|-101.85|-1.44K|-148.15|26.32K|37.76|37.79|0.27|0.27|699.21|0.00|30.41|32.70|1.43|0.66|49.12|0.00|1.96|48.94|44.44|53.16|56.36|-66.67
Rebosis Property|REAJ|Johannesburg|Real Estate|Residential & Commercial REITs|96|0%|729.71M|0.00|-2.47|-|822.09M|3.70K|-0.39|0.91|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|-65.09|37.14|-64.44|-|-0.58|0.10|1.44|0.00|0.06|0.06|0.00|0.00|0.00|0.00|0.00|3.63|0.00|0.12|0.00|-|-|7.40|297|62|-67.68|54.84|-|56.73|68.06|42.47|57.65|-15.12|-76.19|-17.83|-73.19|0.00|0.03|0.00|0.00|27.64|0.00|0.00|-|-|-|-|-|-|-|-|-|-|-
PBT Group|PBGJ|Johannesburg|Technology|Software & IT Services|800|2.56%|717.42M|6.20K|10.73|-44.80|789.99M|28.76K|0.79|0.69|117.00|-|Strong Sell|Neutral|Sell|Strong Sell|Neutral|2.56|1.91|-11.11|-18.78|-1.84|272.09|0.00|13%|10.59|0.69|8.55|12.32|2.09|3.62|-3.50|19.24|-35.83|14.47|20.17|11.59|-10.67|2.27|0.00|1.17|106.29|5.94|1300|700|-38.46|14.29|-5.08%|24.69|23.81|12.78|9.08|12.70|4.39|6.49|5.30|1.67|1.70|1.48|13.34|3.89|74.07|56.68|19.06|64.71|3.46|-44.38|-2.93|-7.51|45.23|39.43|79.30|34.11|-50.00
Texton Property Fund Ltd|TEXJ|Johannesburg|Real Estate|Residential & Commercial REITs|210|-19.23%|696.88M|22.30K|9.46|-4.13|324.36M|91.00K|0.22|0.76|17.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-19.23|-1.41|0.00|-19.23|-40.00|13.51|-46.70|8.1%|9.40|2.38|12.48|9.02|0.35|0.35|264.68|45.70|-32.97|-4.05|-9.61|-12.86|0.00|0.09|0.00|12.21|3.09|10.50|394|180|-46.70|16.67|-10.92%|53.29|61.19|40.14|52.49|33.92|-11.62|25.30|-15.84|1.41|1.86|44.08|52.00|17.61|0.00|77.20|53.91|18.79|15.85|45.04|0.00|-6.25|45.74|42.88|36.97|43.58|-66.67
Trematon Capital Investments|TMTJ|Johannesburg|Real Estate|Real Estate Operations|300|0%|677.49M|0.00|36.14|-7.03|364.14M|19.10K|0.08|0.34|40.00|-|Strong Buy|Strong Buy|Strong Buy|Sell|Neutral|0.00|0.00|6.01|-11.76|12.36|33.33|12.36|13.79%|36.64|1.37|18.42|27.21|0.80|0.80|189.26|205.22|-42.70|24.94|21.59|10.20|0.00|0.20|0.02|955.98|67.42|83.30|384|262|-21.88|14.50|-14.11%|100.00|95.22|23.06|29.10|8.82|18.61|3.74|14.44|1.88|3.33|142.24|157.11|4.87|433.33|0.00|49.92|14.43|15.05|86.78|8.29|-5.96|49.91|65.94|100.00|52.42|-33.33
Bowler Metcalf Ltd|BCFJ|Johannesburg|Basic Materials|Chemicals|928|0.11%|639.59M|1.04K|8.84|-2.87|516.60M|12.93K|1.05|0.17|42.80|-|Strong Buy|Strong Buy|Buy|Neutral|Sell|0.11|6.18|3.11|-0.22|-15.64|19.74|-12.29|4.61%|8.64|0.90|14.96|20.36|0.90|0.91|-18.40|-11.42|0.00|13.17|15.09|3.00|-3.58|0.89|4.02|733.00|105.52|5.55|1149|800|-19.23|16.00|-0.11%|27.44|31.03|12.24|15.29|14.33|18.90|10.36|20.60|6.14|9.63|0.00|0.41|6.79|5.11|124.66|36.86|33.21|-65.52|-45.09|12.29|0.87|53.05|61.61|77.16|72.91|-18.33
Recm & Calibre|RACPp|Johannesburg|Financial|Investment Banking & Investment Services|1250|0%|639.38M|2.10K|3.32|-39.15|21.70M|7.93K|3.77|0.30|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|0.00|-1.73|-8.76|-15.54|-2.34|-16.05|-2.87|-|6.16|382.49|-|-|0.86|0.80|1.17K|89.45|-18.06|1.34K|1.33K|-25.39|-|0.03|-|-|-|73.54|1501|1200|-16.72|4.17|-8.23%|93.67|-|-26.26|77.18|6.70K|240.66|6.70K|239.70|-|1.30|0.00|0.00|0.00|-|0.00|81.53|36.79|-93.65|-142.76|-33.29|-8.76|38.58|25.37|40.99|51.34|-100.00
Nampak|NPKJ|Johannesburg|Basic Materials|Containers & Packaging|98|1.03%|621.75M|786.62K|-4.24|-2.66|12.50B|3.49M|-0.23|1.99|-|-|Strong Buy|Strong Buy|Neutral|Strong Sell|Strong Sell|1.03|7.69|4.26|-5.77|-73.15|-59.17|-73.51|-|-4.14|0.04|11.38|-3.93|0.13|0.24|-484.98|-172.00|0.00|19.30|21.34|-0.54|-22.30|1.00|3.01|3.28|88.76|6.36|420|81|-76.67|20.99|-8.16%|39.15|44.36|7.42|8.47|0.35|-5.08|-0.87|-7.72|0.68|1.40|101.30|175.61|1.53|0.00|-0.07|32.75|5.64|3.11|48.93|0.14|0.00|50.21|53.24|100.00|60.51|-44.44
Murray & Roberts|MURJ|Johannesburg|Industrials|Construction & Engineering|150|0.67%|602.76M|178.95K|2.68|-33.25|32.82B|409.03K|-6.09|0.92|-|-|Neutral|Sell|Strong Sell|Strong Sell|Strong Sell|0.67|-5.66|-45.05|-49.15|-87.35|-84.34|-87.34|-|0.00|0.00|4.80|0.00|0.00|0.00|-4.61K|-5.80K|22.91|40.69|106.33|6.90|26.13|2.10|-|2.33|9.43|3.37|1339|136|-88.80|10.29|-20.37%|9.86|11.00|0.00|2.74|0.00|2.15|0.00|0.28|0.00|1.15|0.00|0.00|2.54|0.00|0.00|38.70|25.43|-70.04|-90.95|-48.14|-44.23|25.11|8.90|14.64|20.06|-93.38
Kore Potash|KP2J|Johannesburg|Basic Materials|Chemicals|18|0%|580.62M|14.27K|-18.77|0.14|-|498.01K|0.00|0.48|-|-|Strong Buy|Neutral|Neutral|Neutral|Strong Sell|0.00|5.88|12.50|0.00|-14.29|20.00|-10.00|-|-20.40|681.21|-14.81|-5.62|0.15|0.15|-517.78|-108.15|-|-44.25|-36.08|-35.72|-5.03|-|-|0.16|-37.57|0.13|34|16|-47.06|12.50|6.25%|-|-|-27.85K|-7.34K|-23.59K|-6.83K|-23.75K|-6.70K|9.50|11.66|-|-|-|-|-|25.39|0.86|0.45|36.18|0.00|5.88|52.33|50.00|40.96|48.68|-50.00
NU World Holdings Ltd|NWLJ|Johannesburg|Consumer Cyclicals|Household Goods|2599|6.04%|559.13M|3.09K|6.35|-20.61|1.08B|3.84K|3.94|0.24|149.80|-|Strong Buy|Strong Buy|Buy|Neutral|Strong Sell|6.04|6.08|-0.04|3.96|-21.15|-0.12|-21.22|5.76%|6.21|0.24|-4.16|-4.13|0.36|0.38|-70.13|-39.83|-12.74|0.46|-8.75|-6.10|-23.11|1.28|2.51|6.74|405.58|5.62|3500|2025|-25.74|28.35|-5.66%|21.05|21.73|4.75|6.26|4.86|7.20|3.94|5.53|4.99|10.85|4.16|5.18|10.71|-23.34|66.48|26.51|75.79|108.89|172.09|119.07|-0.04|54.60|54.76|100.00|61.58|-0.34
Tongaat|TONJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|404|0%|545.85M|0.00|-0.42|-|-|223.45K|-9.03|2.21|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|1.00|28.25|1.51|-|-0.43|0.04|0.42|0.65|-0.69|-0.51|0.00|0.00|23.67|0.00|0.00|-2.20|-23.12|0.95|1.63|649.40|-27.34|10.27|540|238|-25.19|69.75|-|28.62|22.84|9.64|10.76|-1.58|-0.31|12.36|2.18|0.00|0.70|0.00|0.00|1.40|0.00|0.00|-|-|-|-|-|-|-|-|-|-|-
Southern Palladium|SDLJ|Johannesburg|Basic Materials|Metals & Mining|840|-1.75%|519.22M|651.00|-5.65|-74.35|-|3.36K|-0.17|-|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Sell|-1.75|-1.75|-26.96|-26.32|-|-|-|-|-20.12|-|-37.00|-|1.25|1.25|-|31.74|-|-|-|-|-|-|-|-|-|-|10001|840|-91.60|0.00|-18.72%|-|-|-|-|-|-|-|-|43.54|43.93|-|-|-|-|-|70.49|49.79|-238.62|-133.97|-142.79|-26.96|29.47|18.64|0.00|26.00|-100.00
Salungano|SLGJ|Johannesburg|Energy|Coal|140|-0.71%|516.85M|126.46K|-|5.04|-|461.09K|-0.09|-|-|-|Neutral|Neutral|Strong Buy|Strong Buy|Neutral|-0.71|0.00|7.69|16.67|-22.22|6.06|-22.22|-|5.99|0.21|3.95|3.95|0.96|1.06|45.88|73.34|-13.46|3.75|2.42|19.67|19.98|0.98|17.59|18.24|-167.41|5.13|197|78|-28.93|79.49|16.67%|10.54|12.34|3.46|4.76|-0.51|2.23|-0.92|0.85|0.52|0.67|22.52|148.45|2.20|-|0.00|36.57|4.00|6.23|68.63|0.00|15.70|59.35|59.82|52.87|50.89|-28.57
Huge Group|HUGJ|Johannesburg|Technology|Telecommunications Services|295|0%|510.53M|0.00|4.44|1.29|13.70M|46.50K|0.67|0.18|-|-|Strong Buy|Strong Buy|Strong Buy|Neutral|Strong Sell|0.00|0.34|5.36|3.51|-10.61|-30.59|-8.10|-|3.86|25.22|28.34|5.67|0.27|0.27|-84.52|-77.70|62.74|315.15|-92.76|-50.79|-67.73|0.01|0.00|-|-|6.78|400|220|-26.25|34.09|-10%|100.00|64.64|-97.85|-18.90|764.52|614.94|653.50|572.53|12.11|16.92|12.88|12.93|0.37|0.00|0.00|39.07|14.93|13.79|82.37|20.64|4.98|55.84|65.23|100.00|71.47|-9.26
Adcorp|ADRJ|Johannesburg|Industrials|Professional & Commercial Services|490|-1.01%|506.40M|7.98K|5.39|-5.96|11.59B|24.80K|0.92|0.42|59.20|-|Strong Buy|Strong Buy|Neutral|Neutral|Strong Sell|-1.01|11.11|-7.20|-6.67|-7.20|-43.55|-7.20|11.19%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|668|409|-26.65|19.80|-15.19%|-|-|-|-|-|-|-|-|-|-|-|-|-|-|-|24.85|30.21|22.05|102.06|14.07|-1.21|50.70|76.10|92.36|63.23|-8.62
Crookes Brothers Ltd|CKSJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|3100|0%|471.82M|0.00|14.22|-123.56|454.18M|3.12K|2.18|-0.05|50.00|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|0.00|0.00|-3.43|-11.43|-22.50|-29.22|-27.65|1.2%|14.15|0.69|15.19|-3.83|0.41|0.44|-42.41K|474.97|-0.69|1.37|1.96|0.44|-9.90|0.37|-0.05|-|-|4.17|4249|3100|-27.04|0.00|-13.86%|102.40|64.92|-0.58|6.72|4.80|5.70|4.87|4.68|1.58|3.75|16.19|39.33|0.61|0.00|-85.81|76.10|48.64|-262.95|-116.24|-157.93|-13.87|35.82|26.49|0.00|28.64|-100.00
Newpark REIT|NRLJ|Johannesburg|Real Estate|Residential & Commercial REITs|450|0%|450.00M|0.00|10.18|-16.83|118.18M|4.71K|0.44|-0.09|50.25|-|Strong Buy|Buy|Sell|Sell|Neutral|0.00|0.00|-2.17|18.73|18.73|-21.74|18.73|11.17%|10.18|3.81|8.29|10.26|0.52|0.52|87.73|-4.85|-22.34|16.03|10.42|0.05|-37.32|0.09|0.00|-|-|13.58|460|450|-2.17|0.00|-2.17%|73.52|77.49|69.81|72.79|37.39|34.98|37.39|35.34|0.04|0.04|17.19|51.56|12.56|18.49|106.16|100.00|31.43|50.47|39.21|30.57|-21.74|50.78|48.03|60.71|43.64|-55.56
Vunani|VUNJ|Johannesburg|Financial|Investment Banking & Investment Services|280|0%|445.09M|0.00|7.65|0.14|1.03B|16.41K|0.37|0.00|23.00|-|Strong Sell|Strong Sell|Strong Sell|Sell|Neutral|0.00|-3.45|0.00|0.00|1.45|141.38|1.45|7.8%|7.37|0.59|0.00|4.80|1.31|6.96|-6.18|145.09|4.72|15.93|24.12|27.92|21.44|0.59|0.00|1.96|189.79|3.20|300|260|-6.67|7.69|-1.69%|19.95|23.16|20.13|18.54|15.16|14.79|8.02|10.67|1.36|1.43|6.17|23.26|2.82|-100.00|55.90|67.40|8.93|-7.67|-47.89|-1.71|1.82|47.47|51.28|32.89|49.16|-61.54
Insimbi Refractory Alloy Supply|ISBJ|Johannesburg|Basic Materials|Metals & Mining|115|0.88%|438.13M|108.53K|3.39|2.75|2.93B|96.07K|0.32|0.20|3.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.88|5.50|7.48|7.48|6.48|30.68|12.75|2.86%|3.15|0.07|3.88|2.62|0.58|0.79|52.04|53.32|18.67|0.72|2.71|35.17|2.55|3.81|17.13|9.50|196.34|11.03|125|86|-8.00|33.72|1.85%|9.51|8.83|3.49|2.65|2.82|1.81|2.07|1.23|1.00|1.50|26.53|82.52|2.85|0.00|0.00|31.00|5.79|-4.60|61.25|5.00|10.58|58.91|56.52|39.87|79.89|-43.48
African Equity Empowerment Inv|AEEJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|87|0%|427.19M|0.00|-1.90|1.82|-|153.20K|-0.46|0.87|40.00|-|Sell|Sell|Neutral|Strong Buy|Buy|0.00|2.35|-1.14|0.00|16.00|-8.42|16.00|45.98%|-1.97|0.19|-2.13|-1.77|0.00|0.00|0.00|-68.38|0.00|0.00|-0.24|32.26|10.82|0.37|18.39|1.45|-78.44|3.46|110|40|-20.91|117.50|4.94%|25.39|31.38|-20.31|-3.74|-14.18|134.07|-9.61|123.30|0.00|5.97|0.00|0.00|38.57|-33.33|-21.54|28.58|6.71|-2.15|-14.15|0.00|3.57|50.20|26.67|13.25|51.20|-74.19
Ascendis Health Ltd|ASCJ|Johannesburg|Healthcare|Pharmaceuticals|63|3.28%|393.36M|532.00|0.66|-0.50|928.92M|460.26K|0.93|0.62|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Sell|Strong Sell|3.28|12.50|1.61|-3.08|-12.63|46.51|-8.89|-|-0.52|0.25|-4.20|-2.64|0.98|1.38|151.39|141.10|6.28|-5.15|-14.57|-24.62|-13.97|0.25|2.15|696.59|-505.04|9.54|86|48|-26.74|31.25|-1.64%|42.97|46.19|-4.32|7.85|-51.00|-10.75|28.80|-42.41|0.49|1.06|5.51|172.91|0.12|0.00|0.00|29.65|4.43|3.60|113.30|0.57|12.50|52.29|65.83|89.04|68.48|-20.00
aReit Prop|APOJ|Johannesburg|Real Estate|Real Estate Operations|390|0%|390.00M|0.00|-0.07|-11.95|-|1.48K|-92.46|-|38.59|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Neutral|0.00|-2.50|-4.88|-35.00|-51.25|-|-51.25|9.41%|-0.06|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-|0.00|-|-|-|800|390|-51.25|0.00|-2.44%|-|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-|0.00|0.00|0.00|0.00|-|57.75|60.64|-247.51|-102.17|-129.29|-44.21|33.72|14.62|10.78|27.34|-100.00
Workforce|WKFJ|Johannesburg|Industrials|Professional & Commercial Services|159|0%|358.53M|0.00|3.52|2.17|-|4.28K|0.45|0.26|-|-|Buy|Buy|Buy|Strong Buy|Strong Buy|0.00|0.00|0.00|-5.92|17.78|18.66|17.78|-|3.53|0.09|-4.06|-3.54|0.42|0.66|32.00|34.85|0.73|21.23|22.32|6.79|16.83|2.63|708.39|2.92|78.61|4.12|170|131|-6.47|21.37|-0.63%|22.54|22.57|2.76|2.82|2.22|2.38|2.64|2.74|1.68|1.73|3.55|49.44|0.20|0.00|1.18|62.61|6.93|-1.04|25.65|5.29|-5.92|50.82|54.91|76.92|33.67|-26.32
Mahube Infrastructure|MHBJ|Johannesburg|Utilities|Electrical Utilities & IPPs|638|0%|351.86M|0.00|7.28|4.99|-|13.32K|0.88|0.28|77.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|4.59|-1.09|9.81|16.00|28.89|16.00|11.94%|7.02|0.00|8.74|5.95|0.55|0.55|-51.93|203.61|12.64|0.00|0.00|0.00|0.00|0.05|0.00|-|-|0.78|650|480|-1.85|32.92|-5.43%|-|100.00|0.00|-63.83K|0.00|145.71K|0.00|144.83K|14.03|21.50|0.03|0.03|13.00|81.82|68.48|76.85|14.50|32.10|115.92|16.21|-0.93|55.06|64.00|96.87|62.05|-12.73
